{'SiO2': 87, 'TiO2': 91, 'Al2O3': 71, 'FeO': 17, 'MnO': 18, 'MgO': 72, 'CaO': 69, 'Na2O': 1, 'K2O': 100, 'F': 97, 'Cl': 80, 'Bjergart': 'Dunit'}
{'SiO2': 23, 'TiO2': 6, 'Al2O3': 21, 'FeO': 45, 'MnO': 40, 'MgO': 67, 'CaO': 100, 'Na2O': 23, 'K2O': 58, 'F': 29, 'Cl': 36, 'Bjergart': 'Dunit'}
{'SiO2': 21, 'TiO2': 86, 'Al2O3': 74, 'FeO': 37, 'MnO': 74, 'MgO': 76, 'CaO': 48, 'Na2O': 30, 'K2O': 46, 'F': 19, 'Cl': 17, 'Bjergart': 'Dunit'}
{'SiO2': 92, 'TiO2': 72, 'Al2O3': 0, 'FeO': 98, 'MnO': 36, 'MgO': 100, 'CaO': 54, 'Na2O': 100, 'K2O': 66, 'F': 87, 'Cl': 57, 'Bjergart': 'Granulit'}
{'SiO2': 14, 'TiO2': 97, 'Al2O3': 20, 'FeO': 68, 'MnO': 93, 'MgO': 42, 'CaO': 58, 'Na2O': 18, 'K2O': 92, 'F': 66, 'Cl': 59, 'Bjergart': 'Dunit'}
{'SiO2': 87, 'TiO2': 3, 'Al2O3': 32, 'FeO': 63, 'MnO': 89, 'MgO': 59, 'CaO': 69, 'Na2O': 88, 'K2O': 64, 'F': 93, 'Cl': 8, 'Bjergart': 'Basalt'}
{'SiO2': 20, 'TiO2': 65, 'Al2O3': 55, 'FeO': 86, 'MnO': 45, 'MgO': 99, 'CaO': 39, 'Na2O': 58, 'K2O': 80, 'F': 47, 'Cl': 25, 'Bjergart': 'Granulit'}
{'SiO2': 30, 'TiO2': 48, 'Al2O3': 68, 'FeO': 12, 'MnO': 99, 'MgO': 34, 'CaO': 98, 'Na2O': 47, 'K2O': 8, 'F': 91, 'Cl': 14, 'Bjergart': 'Harzburgite'}
{'SiO2': 41, 'TiO2': 38, 'Al2O3': 62, 'FeO': 48, 'MnO': 75, 'MgO': 4, 'CaO': 7, 'Na2O': 76, 'K2O': 48, 'F': 63, 'Cl': 46, 'Bjergart': 'Harzburgite'}
{'SiO2': 69, 'TiO2': 38, 'Al2O3': 61, 'FeO': 64, 'MnO': 81, 'MgO': 83, 'CaO': 61, 'Na2O': 90, 'K2O': 96, 'F': 74, 'Cl': 20, 'Bjergart': 'Basalt'}
{'SiO2': 100, 'TiO2': 78, 'Al2O3': 62, 'FeO': 64, 'MnO': 70, 'MgO': 23, 'CaO': 41, 'Na2O': 98, 'K2O': 63, 'F': 69, 'Cl': 17, 'Bjergart': 'Dunit'}
{'SiO2': 44, 'TiO2': 90, 'Al2O3': 64, 'FeO': 78, 'MnO': 73, 'MgO': 99, 'CaO': 71, 'Na2O': 11, 'K2O': 3, 'F': 37, 'Cl': 49, 'Bjergart': 'Amfibolit'}
{'SiO2': 8, 'TiO2': 57, 'Al2O3': 43, 'FeO': 53, 'MnO': 64, 'MgO': 57, 'CaO': 88, 'Na2O': 35, 'K2O': 57, 'F': 10, 'Cl': 97, 'Bjergart': 'Granulit'}
{'SiO2': 51, 'TiO2': 58, 'Al2O3': 39, 'FeO': 30, 'MnO': 11, 'MgO': 6, 'CaO': 82, 'Na2O': 49, 'K2O': 33, 'F': 81, 'Cl': 77, 'Bjergart': 'Gnejs'}
{'SiO2': 8, 'TiO2': 41, 'Al2O3': 76, 'FeO': 97, 'MnO': 95, 'MgO': 61, 'CaO': 87, 'Na2O': 74, 'K2O': 11, 'F': 70, 'Cl': 41, 'Bjergart': 'Harzburgite'}
{'SiO2': 14, 'TiO2': 38, 'Al2O3': 72, 'FeO': 66, 'MnO': 95, 'MgO': 27, 'CaO': 98, 'Na2O': 49, 'K2O': 90, 'F': 29, 'Cl': 39, 'Bjergart': 'Granit'}
{'SiO2': 9, 'TiO2': 20, 'Al2O3': 47, 'FeO': 25, 'MnO': 62, 'MgO': 1, 'CaO': 62, 'Na2O': 0, 'K2O': 74, 'F': 7, 'Cl': 90, 'Bjergart': 'Gnejs'}
{'SiO2': 93, 'TiO2': 77, 'Al2O3': 85, 'FeO': 51, 'MnO': 97, 'MgO': 38, 'CaO': 48, 'Na2O': 91, 'K2O': 0, 'F': 59, 'Cl': 8, 'Bjergart': 'Amfibolit'}
{'SiO2': 0, 'TiO2': 0, 'Al2O3': 80, 'FeO': 47, 'MnO': 91, 'MgO': 96, 'CaO': 36, 'Na2O': 38, 'K2O': 61, 'F': 53, 'Cl': 100, 'Bjergart': 'Basalt'}
{'SiO2': 2, 'TiO2': 62, 'Al2O3': 94, 'FeO': 97, 'MnO': 4, 'MgO': 33, 'CaO': 45, 'Na2O': 21, 'K2O': 89, 'F': 3, 'Cl': 25, 'Bjergart': 'Gnejs'}
{'SiO2': 85, 'TiO2': 85, 'Al2O3': 4, 'FeO': 36, 'MnO': 45, 'MgO': 10, 'CaO': 63, 'Na2O': 97, 'K2O': 6, 'F': 18, 'Cl': 100, 'Bjergart': 'Gnejs'}
{'SiO2': 55, 'TiO2': 31, 'Al2O3': 98, 'FeO': 40, 'MnO': 0, 'MgO': 99, 'CaO': 29, 'Na2O': 9, 'K2O': 34, 'F': 4, 'Cl': 69, 'Bjergart': 'Harzburgite'}
{'SiO2': 74, 'TiO2': 82, 'Al2O3': 90, 'FeO': 11, 'MnO': 91, 'MgO': 92, 'CaO': 49, 'Na2O': 20, 'K2O': 13, 'F': 65, 'Cl': 58, 'Bjergart': 'Basalt'}
{'SiO2': 48, 'TiO2': 85, 'Al2O3': 45, 'FeO': 87, 'MnO': 15, 'MgO': 34, 'CaO': 10, 'Na2O': 25, 'K2O': 76, 'F': 6, 'Cl': 75, 'Bjergart': 'Granulit'}
{'SiO2': 14, 'TiO2': 72, 'Al2O3': 6, 'FeO': 93, 'MnO': 35, 'MgO': 64, 'CaO': 63, 'Na2O': 98, 'K2O': 0, 'F': 35, 'Cl': 6, 'Bjergart': 'Basalt'}
{'SiO2': 51, 'TiO2': 69, 'Al2O3': 63, 'FeO': 17, 'MnO': 81, 'MgO': 61, 'CaO': 5, 'Na2O': 26, 'K2O': 51, 'F': 69, 'Cl': 82, 'Bjergart': 'Basalt'}
{'SiO2': 4, 'TiO2': 71, 'Al2O3': 29, 'FeO': 73, 'MnO': 67, 'MgO': 78, 'CaO': 66, 'Na2O': 97, 'K2O': 42, 'F': 79, 'Cl': 77, 'Bjergart': 'Gnejs'}
{'SiO2': 60, 'TiO2': 3, 'Al2O3': 30, 'FeO': 61, 'MnO': 69, 'MgO': 24, 'CaO': 77, 'Na2O': 47, 'K2O': 54, 'F': 38, 'Cl': 66, 'Bjergart': 'Granit'}
{'SiO2': 56, 'TiO2': 65, 'Al2O3': 3, 'FeO': 44, 'MnO': 50, 'MgO': 90, 'CaO': 77, 'Na2O': 96, 'K2O': 82, 'F': 73, 'Cl': 60, 'Bjergart': 'Granit'}
{'SiO2': 4, 'TiO2': 51, 'Al2O3': 87, 'FeO': 71, 'MnO': 100, 'MgO': 17, 'CaO': 48, 'Na2O': 52, 'K2O': 13, 'F': 71, 'Cl': 94, 'Bjergart': 'Granulit'}
{'SiO2': 35, 'TiO2': 59, 'Al2O3': 13, 'FeO': 20, 'MnO': 89, 'MgO': 70, 'CaO': 95, 'Na2O': 85, 'K2O': 22, 'F': 89, 'Cl': 87, 'Bjergart': 'Amfibolit'}
{'SiO2': 54, 'TiO2': 20, 'Al2O3': 9, 'FeO': 71, 'MnO': 12, 'MgO': 41, 'CaO': 7, 'Na2O': 7, 'K2O': 73, 'F': 41, 'Cl': 29, 'Bjergart': 'Gnejs'}
{'SiO2': 97, 'TiO2': 44, 'Al2O3': 67, 'FeO': 29, 'MnO': 83, 'MgO': 54, 'CaO': 19, 'Na2O': 57, 'K2O': 73, 'F': 47, 'Cl': 51, 'Bjergart': 'Basalt'}
{'SiO2': 95, 'TiO2': 88, 'Al2O3': 100, 'FeO': 52, 'MnO': 38, 'MgO': 85, 'CaO': 62, 'Na2O': 100, 'K2O': 22, 'F': 71, 'Cl': 27, 'Bjergart': 'Granulit'}
{'SiO2': 20, 'TiO2': 20, 'Al2O3': 9, 'FeO': 12, 'MnO': 1, 'MgO': 72, 'CaO': 52, 'Na2O': 80, 'K2O': 52, 'F': 76, 'Cl': 97, 'Bjergart': 'Amfibolit'}
{'SiO2': 7, 'TiO2': 56, 'Al2O3': 62, 'FeO': 43, 'MnO': 80, 'MgO': 27, 'CaO': 18, 'Na2O': 100, 'K2O': 17, 'F': 3, 'Cl': 3, 'Bjergart': 'Harzburgite'}
{'SiO2': 29, 'TiO2': 33, 'Al2O3': 34, 'FeO': 57, 'MnO': 36, 'MgO': 48, 'CaO': 49, 'Na2O': 17, 'K2O': 88, 'F': 30, 'Cl': 47, 'Bjergart': 'Harzburgite'}
{'SiO2': 41, 'TiO2': 32, 'Al2O3': 26, 'FeO': 64, 'MnO': 90, 'MgO': 97, 'CaO': 87, 'Na2O': 20, 'K2O': 11, 'F': 79, 'Cl': 97, 'Bjergart': 'Amfibolit'}
{'SiO2': 55, 'TiO2': 81, 'Al2O3': 7, 'FeO': 85, 'MnO': 58, 'MgO': 96, 'CaO': 65, 'Na2O': 24, 'K2O': 39, 'F': 67, 'Cl': 43, 'Bjergart': 'Basalt'}
{'SiO2': 77, 'TiO2': 59, 'Al2O3': 44, 'FeO': 38, 'MnO': 88, 'MgO': 70, 'CaO': 48, 'Na2O': 32, 'K2O': 94, 'F': 46, 'Cl': 9, 'Bjergart': 'Granit'}
{'SiO2': 40, 'TiO2': 53, 'Al2O3': 19, 'FeO': 6, 'MnO': 24, 'MgO': 39, 'CaO': 20, 'Na2O': 6, 'K2O': 17, 'F': 98, 'Cl': 80, 'Bjergart': 'Gnejs'}
{'SiO2': 45, 'TiO2': 84, 'Al2O3': 26, 'FeO': 79, 'MnO': 42, 'MgO': 28, 'CaO': 93, 'Na2O': 50, 'K2O': 91, 'F': 73, 'Cl': 53, 'Bjergart': 'Harzburgite'}
{'SiO2': 54, 'TiO2': 5, 'Al2O3': 65, 'FeO': 88, 'MnO': 2, 'MgO': 85, 'CaO': 64, 'Na2O': 59, 'K2O': 58, 'F': 11, 'Cl': 25, 'Bjergart': 'Harzburgite'}
{'SiO2': 64, 'TiO2': 43, 'Al2O3': 32, 'FeO': 75, 'MnO': 19, 'MgO': 20, 'CaO': 4, 'Na2O': 1, 'K2O': 7, 'F': 53, 'Cl': 95, 'Bjergart': 'Dunit'}
{'SiO2': 59, 'TiO2': 86, 'Al2O3': 73, 'FeO': 23, 'MnO': 72, 'MgO': 22, 'CaO': 51, 'Na2O': 94, 'K2O': 56, 'F': 52, 'Cl': 22, 'Bjergart': 'Granulit'}
{'SiO2': 78, 'TiO2': 30, 'Al2O3': 72, 'FeO': 18, 'MnO': 77, 'MgO': 88, 'CaO': 39, 'Na2O': 68, 'K2O': 8, 'F': 83, 'Cl': 33, 'Bjergart': 'Basalt'}
{'SiO2': 62, 'TiO2': 92, 'Al2O3': 64, 'FeO': 49, 'MnO': 88, 'MgO': 34, 'CaO': 50, 'Na2O': 74, 'K2O': 8, 'F': 42, 'Cl': 74, 'Bjergart': 'Harzburgite'}
{'SiO2': 94, 'TiO2': 25, 'Al2O3': 95, 'FeO': 23, 'MnO': 1, 'MgO': 98, 'CaO': 55, 'Na2O': 67, 'K2O': 28, 'F': 28, 'Cl': 18, 'Bjergart': 'Gnejs'}
{'SiO2': 57, 'TiO2': 44, 'Al2O3': 6, 'FeO': 90, 'MnO': 43, 'MgO': 22, 'CaO': 56, 'Na2O': 25, 'K2O': 83, 'F': 98, 'Cl': 57, 'Bjergart': 'Gnejs'}
{'SiO2': 40, 'TiO2': 29, 'Al2O3': 28, 'FeO': 87, 'MnO': 91, 'MgO': 95, 'CaO': 97, 'Na2O': 51, 'K2O': 17, 'F': 47, 'Cl': 92, 'Bjergart': 'Gnejs'}
{'SiO2': 61, 'TiO2': 82, 'Al2O3': 88, 'FeO': 13, 'MnO': 93, 'MgO': 55, 'CaO': 25, 'Na2O': 74, 'K2O': 23, 'F': 34, 'Cl': 77, 'Bjergart': 'Amfibolit'}
{'SiO2': 67, 'TiO2': 0, 'Al2O3': 72, 'FeO': 72, 'MnO': 98, 'MgO': 87, 'CaO': 49, 'Na2O': 43, 'K2O': 3, 'F': 41, 'Cl': 95, 'Bjergart': 'Basalt'}
{'SiO2': 14, 'TiO2': 76, 'Al2O3': 49, 'FeO': 81, 'MnO': 80, 'MgO': 72, 'CaO': 56, 'Na2O': 34, 'K2O': 2, 'F': 56, 'Cl': 96, 'Bjergart': 'Granit'}
{'SiO2': 100, 'TiO2': 18, 'Al2O3': 17, 'FeO': 23, 'MnO': 96, 'MgO': 39, 'CaO': 23, 'Na2O': 23, 'K2O': 61, 'F': 69, 'Cl': 83, 'Bjergart': 'Gnejs'}
{'SiO2': 54, 'TiO2': 5, 'Al2O3': 79, 'FeO': 81, 'MnO': 41, 'MgO': 100, 'CaO': 45, 'Na2O': 39, 'K2O': 48, 'F': 97, 'Cl': 11, 'Bjergart': 'Basalt'}
{'SiO2': 75, 'TiO2': 82, 'Al2O3': 35, 'FeO': 83, 'MnO': 83, 'MgO': 19, 'CaO': 61, 'Na2O': 85, 'K2O': 22, 'F': 30, 'Cl': 82, 'Bjergart': 'Amfibolit'}
{'SiO2': 92, 'TiO2': 98, 'Al2O3': 74, 'FeO': 94, 'MnO': 30, 'MgO': 44, 'CaO': 19, 'Na2O': 0, 'K2O': 95, 'F': 53, 'Cl': 55, 'Bjergart': 'Basalt'}
{'SiO2': 58, 'TiO2': 66, 'Al2O3': 10, 'FeO': 20, 'MnO': 2, 'MgO': 93, 'CaO': 2, 'Na2O': 8, 'K2O': 13, 'F': 13, 'Cl': 39, 'Bjergart': 'Granulit'}
{'SiO2': 27, 'TiO2': 22, 'Al2O3': 56, 'FeO': 14, 'MnO': 9, 'MgO': 69, 'CaO': 22, 'Na2O': 32, 'K2O': 83, 'F': 57, 'Cl': 24, 'Bjergart': 'Basalt'}
{'SiO2': 6, 'TiO2': 88, 'Al2O3': 66, 'FeO': 40, 'MnO': 13, 'MgO': 11, 'CaO': 85, 'Na2O': 12, 'K2O': 96, 'F': 56, 'Cl': 81, 'Bjergart': 'Harzburgite'}
{'SiO2': 4, 'TiO2': 100, 'Al2O3': 96, 'FeO': 62, 'MnO': 37, 'MgO': 72, 'CaO': 34, 'Na2O': 99, 'K2O': 48, 'F': 67, 'Cl': 24, 'Bjergart': 'Harzburgite'}
{'SiO2': 1, 'TiO2': 90, 'Al2O3': 54, 'FeO': 92, 'MnO': 40, 'MgO': 4, 'CaO': 54, 'Na2O': 54, 'K2O': 59, 'F': 10, 'Cl': 64, 'Bjergart': 'Gnejs'}
{'SiO2': 69, 'TiO2': 25, 'Al2O3': 43, 'FeO': 73, 'MnO': 33, 'MgO': 49, 'CaO': 78, 'Na2O': 23, 'K2O': 51, 'F': 32, 'Cl': 21, 'Bjergart': 'Granulit'}
{'SiO2': 40, 'TiO2': 50, 'Al2O3': 11, 'FeO': 2, 'MnO': 81, 'MgO': 77, 'CaO': 93, 'Na2O': 52, 'K2O': 42, 'F': 81, 'Cl': 69, 'Bjergart': 'Granulit'}
{'SiO2': 8, 'TiO2': 0, 'Al2O3': 56, 'FeO': 28, 'MnO': 53, 'MgO': 16, 'CaO': 6, 'Na2O': 57, 'K2O': 55, 'F': 65, 'Cl': 74, 'Bjergart': 'Basalt'}
{'SiO2': 59, 'TiO2': 59, 'Al2O3': 60, 'FeO': 47, 'MnO': 2, 'MgO': 61, 'CaO': 75, 'Na2O': 56, 'K2O': 58, 'F': 92, 'Cl': 74, 'Bjergart': 'Basalt'}
{'SiO2': 88, 'TiO2': 6, 'Al2O3': 7, 'FeO': 83, 'MnO': 74, 'MgO': 69, 'CaO': 79, 'Na2O': 8, 'K2O': 25, 'F': 10, 'Cl': 8, 'Bjergart': 'Amfibolit'}
{'SiO2': 70, 'TiO2': 37, 'Al2O3': 34, 'FeO': 23, 'MnO': 50, 'MgO': 9, 'CaO': 53, 'Na2O': 97, 'K2O': 97, 'F': 44, 'Cl': 4, 'Bjergart': 'Gnejs'}
{'SiO2': 50, 'TiO2': 3, 'Al2O3': 74, 'FeO': 17, 'MnO': 31, 'MgO': 49, 'CaO': 19, 'Na2O': 95, 'K2O': 92, 'F': 84, 'Cl': 31, 'Bjergart': 'Amfibolit'}
{'SiO2': 12, 'TiO2': 46, 'Al2O3': 91, 'FeO': 39, 'MnO': 49, 'MgO': 32, 'CaO': 43, 'Na2O': 70, 'K2O': 67, 'F': 66, 'Cl': 72, 'Bjergart': 'Gnejs'}
{'SiO2': 99, 'TiO2': 50, 'Al2O3': 1, 'FeO': 93, 'MnO': 50, 'MgO': 75, 'CaO': 55, 'Na2O': 59, 'K2O': 94, 'F': 88, 'Cl': 75, 'Bjergart': 'Dunit'}
{'SiO2': 20, 'TiO2': 69, 'Al2O3': 53, 'FeO': 55, 'MnO': 39, 'MgO': 57, 'CaO': 20, 'Na2O': 21, 'K2O': 25, 'F': 44, 'Cl': 21, 'Bjergart': 'Basalt'}
{'SiO2': 64, 'TiO2': 85, 'Al2O3': 47, 'FeO': 59, 'MnO': 93, 'MgO': 50, 'CaO': 59, 'Na2O': 16, 'K2O': 68, 'F': 11, 'Cl': 44, 'Bjergart': 'Basalt'}
{'SiO2': 99, 'TiO2': 22, 'Al2O3': 49, 'FeO': 54, 'MnO': 15, 'MgO': 5, 'CaO': 40, 'Na2O': 24, 'K2O': 77, 'F': 52, 'Cl': 52, 'Bjergart': 'Granulit'}
{'SiO2': 31, 'TiO2': 7, 'Al2O3': 78, 'FeO': 23, 'MnO': 96, 'MgO': 94, 'CaO': 70, 'Na2O': 7, 'K2O': 50, 'F': 51, 'Cl': 100, 'Bjergart': 'Granit'}
{'SiO2': 79, 'TiO2': 57, 'Al2O3': 51, 'FeO': 100, 'MnO': 53, 'MgO': 95, 'CaO': 72, 'Na2O': 22, 'K2O': 53, 'F': 7, 'Cl': 68, 'Bjergart': 'Amfibolit'}
{'SiO2': 72, 'TiO2': 65, 'Al2O3': 29, 'FeO': 48, 'MnO': 99, 'MgO': 19, 'CaO': 83, 'Na2O': 52, 'K2O': 29, 'F': 18, 'Cl': 29, 'Bjergart': 'Dunit'}
{'SiO2': 16, 'TiO2': 73, 'Al2O3': 75, 'FeO': 62, 'MnO': 68, 'MgO': 78, 'CaO': 77, 'Na2O': 64, 'K2O': 43, 'F': 69, 'Cl': 84, 'Bjergart': 'Amfibolit'}
{'SiO2': 85, 'TiO2': 57, 'Al2O3': 28, 'FeO': 100, 'MnO': 30, 'MgO': 82, 'CaO': 49, 'Na2O': 100, 'K2O': 89, 'F': 51, 'Cl': 8, 'Bjergart': 'Basalt'}
{'SiO2': 12, 'TiO2': 45, 'Al2O3': 49, 'FeO': 3, 'MnO': 78, 'MgO': 13, 'CaO': 15, 'Na2O': 60, 'K2O': 68, 'F': 84, 'Cl': 62, 'Bjergart': 'Gnejs'}
{'SiO2': 62, 'TiO2': 63, 'Al2O3': 19, 'FeO': 29, 'MnO': 70, 'MgO': 0, 'CaO': 81, 'Na2O': 71, 'K2O': 81, 'F': 32, 'Cl': 22, 'Bjergart': 'Gnejs'}
{'SiO2': 22, 'TiO2': 75, 'Al2O3': 76, 'FeO': 34, 'MnO': 87, 'MgO': 61, 'CaO': 11, 'Na2O': 20, 'K2O': 0, 'F': 25, 'Cl': 62, 'Bjergart': 'Basalt'}
{'SiO2': 11, 'TiO2': 24, 'Al2O3': 75, 'FeO': 56, 'MnO': 51, 'MgO': 8, 'CaO': 93, 'Na2O': 13, 'K2O': 49, 'F': 92, 'Cl': 44, 'Bjergart': 'Amfibolit'}
{'SiO2': 72, 'TiO2': 32, 'Al2O3': 100, 'FeO': 66, 'MnO': 58, 'MgO': 60, 'CaO': 100, 'Na2O': 85, 'K2O': 14, 'F': 28, 'Cl': 4, 'Bjergart': 'Amfibolit'}
{'SiO2': 98, 'TiO2': 79, 'Al2O3': 63, 'FeO': 66, 'MnO': 29, 'MgO': 27, 'CaO': 40, 'Na2O': 68, 'K2O': 34, 'F': 19, 'Cl': 90, 'Bjergart': 'Gnejs'}
{'SiO2': 36, 'TiO2': 91, 'Al2O3': 16, 'FeO': 43, 'MnO': 86, 'MgO': 93, 'CaO': 65, 'Na2O': 30, 'K2O': 23, 'F': 84, 'Cl': 48, 'Bjergart': 'Dunit'}
{'SiO2': 35, 'TiO2': 56, 'Al2O3': 17, 'FeO': 72, 'MnO': 76, 'MgO': 88, 'CaO': 51, 'Na2O': 54, 'K2O': 1, 'F': 80, 'Cl': 93, 'Bjergart': 'Granulit'}
{'SiO2': 22, 'TiO2': 7, 'Al2O3': 49, 'FeO': 67, 'MnO': 92, 'MgO': 21, 'CaO': 81, 'Na2O': 1, 'K2O': 100, 'F': 83, 'Cl': 66, 'Bjergart': 'Amfibolit'}
{'SiO2': 66, 'TiO2': 13, 'Al2O3': 4, 'FeO': 6, 'MnO': 26, 'MgO': 5, 'CaO': 61, 'Na2O': 17, 'K2O': 14, 'F': 95, 'Cl': 99, 'Bjergart': 'Granit'}
{'SiO2': 15, 'TiO2': 80, 'Al2O3': 52, 'FeO': 100, 'MnO': 28, 'MgO': 18, 'CaO': 55, 'Na2O': 79, 'K2O': 54, 'F': 40, 'Cl': 19, 'Bjergart': 'Gnejs'}
{'SiO2': 27, 'TiO2': 73, 'Al2O3': 22, 'FeO': 46, 'MnO': 90, 'MgO': 56, 'CaO': 80, 'Na2O': 95, 'K2O': 89, 'F': 15, 'Cl': 53, 'Bjergart': 'Basalt'}
{'SiO2': 7, 'TiO2': 57, 'Al2O3': 98, 'FeO': 64, 'MnO': 99, 'MgO': 83, 'CaO': 94, 'Na2O': 42, 'K2O': 65, 'F': 4, 'Cl': 57, 'Bjergart': 'Gnejs'}
{'SiO2': 16, 'TiO2': 82, 'Al2O3': 75, 'FeO': 55, 'MnO': 53, 'MgO': 38, 'CaO': 66, 'Na2O': 23, 'K2O': 40, 'F': 12, 'Cl': 2, 'Bjergart': 'Amfibolit'}
{'SiO2': 73, 'TiO2': 53, 'Al2O3': 81, 'FeO': 70, 'MnO': 73, 'MgO': 10, 'CaO': 94, 'Na2O': 0, 'K2O': 5, 'F': 77, 'Cl': 60, 'Bjergart': 'Basalt'}
{'SiO2': 98, 'TiO2': 30, 'Al2O3': 74, 'FeO': 18, 'MnO': 66, 'MgO': 42, 'CaO': 54, 'Na2O': 96, 'K2O': 27, 'F': 21, 'Cl': 22, 'Bjergart': 'Harzburgite'}
{'SiO2': 72, 'TiO2': 56, 'Al2O3': 48, 'FeO': 88, 'MnO': 40, 'MgO': 91, 'CaO': 79, 'Na2O': 66, 'K2O': 9, 'F': 82, 'Cl': 42, 'Bjergart': 'Granit'}
{'SiO2': 72, 'TiO2': 6, 'Al2O3': 27, 'FeO': 92, 'MnO': 20, 'MgO': 17, 'CaO': 2, 'Na2O': 14, 'K2O': 39, 'F': 97, 'Cl': 75, 'Bjergart': 'Amfibolit'}
{'SiO2': 22, 'TiO2': 83, 'Al2O3': 84, 'FeO': 43, 'MnO': 9, 'MgO': 56, 'CaO': 40, 'Na2O': 89, 'K2O': 21, 'F': 41, 'Cl': 29, 'Bjergart': 'Harzburgite'}
{'SiO2': 82, 'TiO2': 34, 'Al2O3': 24, 'FeO': 15, 'MnO': 7, 'MgO': 80, 'CaO': 39, 'Na2O': 66, 'K2O': 68, 'F': 49, 'Cl': 28, 'Bjergart': 'Granit'}
{'SiO2': 54, 'TiO2': 90, 'Al2O3': 10, 'FeO': 93, 'MnO': 64, 'MgO': 1, 'CaO': 12, 'Na2O': 49, 'K2O': 23, 'F': 28, 'Cl': 12, 'Bjergart': 'Granit'}
{'SiO2': 9, 'TiO2': 45, 'Al2O3': 44, 'FeO': 60, 'MnO': 93, 'MgO': 67, 'CaO': 10, 'Na2O': 35, 'K2O': 5, 'F': 66, 'Cl': 34, 'Bjergart': 'Gnejs'}
{'SiO2': 33, 'TiO2': 35, 'Al2O3': 16, 'FeO': 26, 'MnO': 58, 'MgO': 92, 'CaO': 92, 'Na2O': 95, 'K2O': 47, 'F': 14, 'Cl': 5, 'Bjergart': 'Basalt'}
{'SiO2': 57, 'TiO2': 82, 'Al2O3': 7, 'FeO': 87, 'MnO': 68, 'MgO': 75, 'CaO': 45, 'Na2O': 37, 'K2O': 12, 'F': 85, 'Cl': 90, 'Bjergart': 'Granulit'}
{'SiO2': 42, 'TiO2': 56, 'Al2O3': 64, 'FeO': 90, 'MnO': 25, 'MgO': 53, 'CaO': 60, 'Na2O': 89, 'K2O': 55, 'F': 31, 'Cl': 49, 'Bjergart': 'Gnejs'}
{'SiO2': 65, 'TiO2': 73, 'Al2O3': 12, 'FeO': 45, 'MnO': 13, 'MgO': 1, 'CaO': 72, 'Na2O': 53, 'K2O': 99, 'F': 18, 'Cl': 3, 'Bjergart': 'Gnejs'}
{'SiO2': 46, 'TiO2': 88, 'Al2O3': 24, 'FeO': 72, 'MnO': 93, 'MgO': 50, 'CaO': 46, 'Na2O': 17, 'K2O': 99, 'F': 67, 'Cl': 45, 'Bjergart': 'Gnejs'}
{'SiO2': 66, 'TiO2': 34, 'Al2O3': 13, 'FeO': 33, 'MnO': 88, 'MgO': 77, 'CaO': 42, 'Na2O': 26, 'K2O': 66, 'F': 59, 'Cl': 99, 'Bjergart': 'Harzburgite'}
{'SiO2': 23, 'TiO2': 87, 'Al2O3': 75, 'FeO': 76, 'MnO': 43, 'MgO': 57, 'CaO': 96, 'Na2O': 14, 'K2O': 42, 'F': 53, 'Cl': 54, 'Bjergart': 'Basalt'}
{'SiO2': 94, 'TiO2': 10, 'Al2O3': 13, 'FeO': 10, 'MnO': 97, 'MgO': 10, 'CaO': 13, 'Na2O': 0, 'K2O': 97, 'F': 64, 'Cl': 8, 'Bjergart': 'Granulit'}
{'SiO2': 82, 'TiO2': 12, 'Al2O3': 35, 'FeO': 61, 'MnO': 80, 'MgO': 62, 'CaO': 78, 'Na2O': 46, 'K2O': 26, 'F': 75, 'Cl': 0, 'Bjergart': 'Gnejs'}
{'SiO2': 67, 'TiO2': 70, 'Al2O3': 17, 'FeO': 73, 'MnO': 47, 'MgO': 31, 'CaO': 63, 'Na2O': 67, 'K2O': 33, 'F': 45, 'Cl': 43, 'Bjergart': 'Granulit'}
{'SiO2': 16, 'TiO2': 88, 'Al2O3': 80, 'FeO': 38, 'MnO': 21, 'MgO': 40, 'CaO': 60, 'Na2O': 7, 'K2O': 39, 'F': 46, 'Cl': 40, 'Bjergart': 'Harzburgite'}
{'SiO2': 48, 'TiO2': 74, 'Al2O3': 21, 'FeO': 3, 'MnO': 52, 'MgO': 32, 'CaO': 72, 'Na2O': 72, 'K2O': 72, 'F': 83, 'Cl': 36, 'Bjergart': 'Basalt'}
{'SiO2': 78, 'TiO2': 89, 'Al2O3': 23, 'FeO': 63, 'MnO': 78, 'MgO': 19, 'CaO': 47, 'Na2O': 7, 'K2O': 22, 'F': 69, 'Cl': 55, 'Bjergart': 'Basalt'}
{'SiO2': 40, 'TiO2': 6, 'Al2O3': 31, 'FeO': 69, 'MnO': 34, 'MgO': 88, 'CaO': 96, 'Na2O': 38, 'K2O': 58, 'F': 52, 'Cl': 9, 'Bjergart': 'Granulit'}
{'SiO2': 34, 'TiO2': 63, 'Al2O3': 12, 'FeO': 62, 'MnO': 16, 'MgO': 23, 'CaO': 57, 'Na2O': 16, 'K2O': 25, 'F': 51, 'Cl': 27, 'Bjergart': 'Amfibolit'}
